Source,Target,Type,Kind,Id,Label,timeset,Weight
@iamrishukumar,@sumityadav727,Directed,Mention,13696,,<[2022-03-02T10:36:57.866Z]>,1
@iamrishukumar,@sumityadav727,Directed,Retweet,13697,,<[2022-03-02T10:36:57.866Z]>,1
@aadeshpratap001,@_kartik_kc,Directed,Mention,13698,,<[2022-03-02T10:36:58.393Z]>,1
@aadeshpratap001,@_kartik_kc,Directed,Retweet,13699,,<[2022-03-02T10:36:58.393Z]>,1
@ksk74072,@anmology,Directed,Mention,13700,,<[2022-03-02T10:36:58.429Z]>,1
@ksk74072,@anmology,Directed,Retweet,13701,,<[2022-03-02T10:36:58.429Z]>,1
@arunkumarstan05,@mufadalvohra,Directed,Mention,13702,,<[2022-03-02T10:36:58.945Z]>,1
@arunkumarstan05,@mufadalvohra,Directed,Retweet,13703,,<[2022-03-02T10:36:58.945Z]>,1
@soccercancer,@vishals51652659,Directed,Mention,13706,,<[2022-03-02T10:36:59.676Z]>,1
@soccercancer,@vishals51652659,Directed,Retweet,13707,,<[2022-03-02T10:36:59.676Z]>,1
@gunjanbaweja8,@fabulous_nikki4,Directed,Mention,13708,,<[2022-03-02T10:36:59.963Z]>,1
@gunjanbaweja8,@fabulous_nikki4,Directed,Retweet,13709,,<[2022-03-02T10:36:59.963Z]>,1
@iamkamranhaider,@sunny_rajput87,Directed,Mention,13710,,<[2022-03-02T10:37:00.359Z]>,1
@iamkamranhaider,@sunny_rajput87,Directed,Retweet,13711,,<[2022-03-02T10:37:00.359Z]>,1
@thegame40623569,@kwasigold13,Directed,Mention,13712,,<[2022-03-02T10:37:00.433Z]>,1
@thegame40623569,@kwasigold13,Directed,Retweet,13713,,<[2022-03-02T10:37:00.433Z]>,1
@imranyousufzai,@i_salmankhaan,Directed,Mention,13714,,<[2022-03-02T10:37:01.592Z]>,1
@imranyousufzai,@i_salmankhaan,Directed,Retweet,13715,,<[2022-03-02T10:37:01.592Z]>,1
@hatprogrammers,@slimdestro,Directed,Mention,13716,,<[2022-03-02T10:37:01.619Z]>,1
@hatprogrammers,@slimdestro,Directed,Retweet,13717,,<[2022-03-02T10:37:01.619Z]>,1
@ashrafabdirash1,@fallen_x_king,Directed,Mention,13718,,<[2022-03-02T10:37:01.839Z]>,1
@ashrafabdirash1,@fallen_x_king,Directed,Retweet,13719,,<[2022-03-02T10:37:01.839Z]>,1
@soccercancer,@yasaryazzzz,Directed,Mention,13720,,<[2022-03-02T10:37:02.666Z]>,1
@soccercancer,@yasaryazzzz,Directed,Retweet,13721,,<[2022-03-02T10:37:02.666Z]>,1
@zulfiqa42384672,@mas_742,Directed,Mention,13722,,<[2022-03-02T10:37:03.564Z]>,1
@zulfiqa42384672,@mas_742,Directed,Retweet,13723,,<[2022-03-02T10:37:03.564Z]>,1
@heena690214335,@89corrado,Directed,Mention,13724,,<[2022-03-02T10:37:04.304Z]>,1
@heena690214335,@89corrado,Directed,Retweet,13725,,<[2022-03-02T10:37:04.304Z]>,1
@pratap_salgar_,@indddy77,Directed,Mention,13726,,<[2022-03-02T10:37:04.364Z]>,1
@pratap_salgar_,@indddy77,Directed,Retweet,13727,,<[2022-03-02T10:37:04.364Z]>,1
@yogeshj90128436,@saadata85188939,Directed,Mention,13730,,<[2022-03-02T10:37:04.710Z]>,1
@yogeshj90128436,@saadata85188939,Directed,Retweet,13731,,<[2022-03-02T10:37:04.710Z]>,1
@want2expres,@slimdestro,Directed,Mention,13732,,<[2022-03-02T10:37:05.439Z]>,1
@want2expres,@slimdestro,Directed,Retweet,13733,,<[2022-03-02T10:37:05.439Z]>,1
@mohansinghasin4,@mandarjumale,Directed,Mention,13734,,<[2022-03-02T10:37:06.244Z]>,1
@mohansinghasin4,@mandarjumale,Directed,Retweet,13735,,<[2022-03-02T10:37:06.244Z]>,1
@muskan00,@158aman,Directed,Mention,13736,,<[2022-03-02T10:37:06.487Z]>,1
@muskan00,@158aman,Directed,Retweet,13737,,<[2022-03-02T10:37:06.487Z]>,1
@pra_tea_k,@drshivasis,Directed,Mention,13738,,<[2022-03-02T10:37:06.801Z]>,1
@pra_tea_k,@drshivasis,Directed,Retweet,13739,,<[2022-03-02T10:37:06.801Z]>,1
@gautamsinhparm1,@yxy9sb7g0y8agoc,Directed,Mention,13740,,<[2022-03-02T10:37:06.824Z]>,1
@gautamsinhparm1,@yxy9sb7g0y8agoc,Directed,Retweet,13741,,<[2022-03-02T10:37:06.824Z]>,1
@dr_gillani,@makhter_,Directed,Mention,13742,,<[2022-03-02T10:37:07.916Z]>,1
@dr_gillani,@makhter_,Directed,Retweet,13743,,<[2022-03-02T10:37:07.916Z]>,1
@muskan_tweetzz,@justtimepassin,Directed,Mention,13744,,<[2022-03-02T10:37:08.606Z]>,1
@muskan_tweetzz,@justtimepassin,Directed,Retweet,13745,,<[2022-03-02T10:37:08.606Z]>,1
@haqsmusings,@ashoswai,Directed,Mention,13746,,<[2022-03-02T10:37:09.441Z]>,1
@haqsmusings,@ashoswai,Directed,Retweet,13747,,<[2022-03-02T10:37:09.441Z]>,1
@hatprogrammers,@anmology,Directed,Mention,13748,,<[2022-03-02T10:37:10.041Z]>,1
@hatprogrammers,@anmology,Directed,Retweet,13749,,<[2022-03-02T10:37:10.041Z]>,1
@attitude4442,@spendor_kush,Directed,Mention,13750,,<[2022-03-02T10:37:10.308Z]>,1
@attitude4442,@spendor_kush,Directed,Retweet,13751,,<[2022-03-02T10:37:10.308Z]>,1
@prabhavkumar20,@gdbakshi2,Directed,Mention,13752,,<[2022-03-02T10:37:11.449Z]>,1
@prabhavkumar20,@gdbakshi2,Directed,Retweet,13753,,<[2022-03-02T10:37:11.449Z]>,1
@gunjanbaweja8,@mufadalvohra,Directed,Mention,13754,,<[2022-03-02T10:37:11.844Z]>,1
@gunjanbaweja8,@mufadalvohra,Directed,Retweet,13755,,<[2022-03-02T10:37:11.844Z]>,1
@sojxbbsj,@mansi697verma,Directed,Mention,13756,,<[2022-03-02T10:37:13.357Z]>,1
@sojxbbsj,@mansi697verma,Directed,Retweet,13757,,<[2022-03-02T10:37:13.357Z]>,1
@abhinayknaik,@chiragmishra420,Directed,Mention,13758,,<[2022-03-02T10:37:14.140Z]>,1
@abhinayknaik,@chiragmishra420,Directed,Retweet,13759,,<[2022-03-02T10:37:14.140Z]>,1
@aayushs33391137,@rishi7014,Directed,Mention,13760,,<[2022-03-02T10:37:14.524Z]>,1
@aayushs33391137,@rishi7014,Directed,Retweet,13761,,<[2022-03-02T10:37:14.524Z]>,1
@thepakman11,@noxious_numaira,Directed,Mention,13762,,<[2022-03-02T10:37:15.062Z]>,1
@thepakman11,@noxious_numaira,Directed,Retweet,13763,,<[2022-03-02T10:37:15.062Z]>,1
@raghvin34080599,@_omarnasr,Directed,Mention,13764,,<[2022-03-02T10:37:15.860Z]>,1
@raghvin34080599,@_omarnasr,Directed,Retweet,13765,,<[2022-03-02T10:37:15.860Z]>,1
@_urwellwisher_,@abdulra63001962,Directed,Mention,13766,,<[2022-03-02T10:37:16.665Z]>,1
@_urwellwisher_,@abdulra63001962,Directed,Retweet,13767,,<[2022-03-02T10:37:16.665Z]>,1
@dfghhjmmmmm,@sanaullah2513,Directed,Mention,13768,,<[2022-03-02T10:37:16.665Z]>,1
@dfghhjmmmmm,@sanaullah2513,Directed,Retweet,13769,,<[2022-03-02T10:37:16.665Z]>,1
@sidkr5067,@slimdestro,Directed,Mention,13770,,<[2022-03-02T10:37:17.514Z]>,1
@sidkr5067,@slimdestro,Directed,Retweet,13771,,<[2022-03-02T10:37:17.514Z]>,1
@nimrakhan606,@rahatusama,Directed,Quote,13772,,<[2022-03-02T10:37:17.699Z]>,1
@dfghhjmmmmm,@ashutoshuikey8,Directed,Mention,13773,,<[2022-03-02T10:37:17.766Z]>,1
@dfghhjmmmmm,@ashutoshuikey8,Directed,Retweet,13774,,<[2022-03-02T10:37:17.766Z]>,1
@solitude_b_,@_kartik_kc,Directed,Mention,13775,,<[2022-03-02T10:37:17.870Z]>,1
@solitude_b_,@_kartik_kc,Directed,Retweet,13776,,<[2022-03-02T10:37:17.870Z]>,1
@sojxbbsj,@_omarnasr,Directed,Mention,13779,,<[2022-03-02T10:37:19.812Z]>,1
@sojxbbsj,@_omarnasr,Directed,Retweet,13780,,<[2022-03-02T10:37:19.812Z]>,1
@pratap_salgar_,@kushinashin,Directed,Mention,13781,,<[2022-03-02T10:37:20.040Z]>,1
@pratap_salgar_,@kushinashin,Directed,Retweet,13782,,<[2022-03-02T10:37:20.040Z]>,1
@dfghhjmmmmm,@shuyxdd45785ff,Directed,Mention,13783,,<[2022-03-02T10:37:20.084Z]>,1
@dfghhjmmmmm,@shuyxdd45785ff,Directed,Retweet,13784,,<[2022-03-02T10:37:20.084Z]>,1
@shuyxdd45785ff,@faizannajeeb6,Directed,Mention,13785,,<[2022-03-02T10:37:20.160Z]>,1
@shuyxdd45785ff,@faizannajeeb6,Directed,Retweet,13786,,<[2022-03-02T10:37:20.160Z]>,1
@mishraniket80,@bumiharpraveen,Directed,Mention,13787,,<[2022-03-02T10:37:20.351Z]>,1
@mishraniket80,@bumiharpraveen,Directed,Retweet,13788,,<[2022-03-02T10:37:20.351Z]>,1
@hammaddusman,@muhammadsmiry,Directed,Quote,13789,,<[2022-03-02T10:37:20.422Z]>,1
@heena690214335,@akashrusty,Directed,Mention,13790,,<[2022-03-02T10:37:20.722Z]>,1
@heena690214335,@akashrusty,Directed,Retweet,13791,,<[2022-03-02T10:37:20.722Z]>,1
@thegame40623569,@abdelmohaimenxo,Directed,Mention,13792,,<[2022-03-02T10:37:21.156Z]>,1
@thegame40623569,@abdelmohaimenxo,Directed,Retweet,13793,,<[2022-03-02T10:37:21.156Z]>,1
@be_haad_masoom,@ameyynn,Directed,Mention,13794,,<[2022-03-02T10:37:21.312Z]>,1
@be_haad_masoom,@ameyynn,Directed,Retweet,13795,,<[2022-03-02T10:37:21.312Z]>,1
@rahulsh76315453,@subodfqd,Directed,Mention,13796,,<[2022-03-02T10:37:22.370Z]>,1
@rahulsh76315453,@subodfqd,Directed,Retweet,13797,,<[2022-03-02T10:37:22.370Z]>,1
@dfghhjmmmmm,@ruhalgarima0002,Directed,Mention,13798,,<[2022-03-02T10:37:22.464Z]>,1
@dfghhjmmmmm,@ruhalgarima0002,Directed,Retweet,13799,,<[2022-03-02T10:37:22.464Z]>,1
@_urwellwisher_,@mufadalvohra,Directed,Mention,13800,,<[2022-03-02T10:37:22.624Z]>,1
@_urwellwisher_,@mufadalvohra,Directed,Retweet,13801,,<[2022-03-02T10:37:22.624Z]>,1
@king_keveyn,@anmology,Directed,Mention,13802,,<[2022-03-02T10:37:23.178Z]>,1
@king_keveyn,@anmology,Directed,Retweet,13803,,<[2022-03-02T10:37:23.178Z]>,1
@teleprompterpm1,@thanos_pandith,Directed,Mention,13804,,<[2022-03-02T10:37:23.517Z]>,1
@teleprompterpm1,@thanos_pandith,Directed,Retweet,13805,,<[2022-03-02T10:37:23.517Z]>,1
@shuyxdd45785ff,@kushinashin,Directed,Mention,13806,,<[2022-03-02T10:37:24.077Z]>,1
@shuyxdd45785ff,@kushinashin,Directed,Retweet,13807,,<[2022-03-02T10:37:24.077Z]>,1
@sojxbbsj,@gidayrobel,Directed,Mention,13808,,<[2022-03-02T10:37:24.151Z]>,1
@sojxbbsj,@gidayrobel,Directed,Retweet,13809,,<[2022-03-02T10:37:24.151Z]>,1
@adityas15732940,@anmology,Directed,Mention,13810,,<[2022-03-02T10:37:24.302Z]>,1
@adityas15732940,@anmology,Directed,Retweet,13811,,<[2022-03-02T10:37:24.302Z]>,1
@siddharth_jain7,@sourav_chry,Directed,Mention,13812,,<[2022-03-02T10:37:24.462Z]>,1
@siddharth_jain7,@sourav_chry,Directed,Retweet,13813,,<[2022-03-02T10:37:24.462Z]>,1
@sidkr5067,@anmology,Directed,Mention,13814,,<[2022-03-02T10:37:24.514Z]>,1
@sidkr5067,@anmology,Directed,Retweet,13815,,<[2022-03-02T10:37:24.514Z]>,1
@yogeshj90128436,@rajpootsahib007,Directed,Mention,13816,,<[2022-03-02T10:37:24.742Z]>,1
@yogeshj90128436,@rajpootsahib007,Directed,Retweet,13817,,<[2022-03-02T10:37:24.742Z]>,1
@sasmitamahapa13,@sa_amanshukla,Directed,Mention,13818,,<[2022-03-02T10:37:24.968Z]>,1
@sasmitamahapa13,@sa_amanshukla,Directed,Retweet,13819,,<[2022-03-02T10:37:24.968Z]>,1
@dfghhjmmmmm,@ashrafabdirash1,Directed,Mention,13820,,<[2022-03-02T10:37:25.799Z]>,1
@dfghhjmmmmm,@ashrafabdirash1,Directed,Retweet,13821,,<[2022-03-02T10:37:25.799Z]>,1
@rahulma85739311,@piyushmaury1,Directed,Quote,13822,,<[2022-03-02T10:37:26.544Z]>,1
@nikhilcubed,@slimdestro,Directed,Mention,13823,,<[2022-03-02T10:37:27.170Z]>,1
@nikhilcubed,@slimdestro,Directed,Retweet,13824,,<[2022-03-02T10:37:27.170Z]>,1
@dfghhjmmmmm,@mandarjumale,Directed,Mention,13825,,<[2022-03-02T10:37:27.718Z]>,1
@dfghhjmmmmm,@mandarjumale,Directed,Retweet,13826,,<[2022-03-02T10:37:27.718Z]>,1
@taa_mil,@mas_742,Directed,Mention,13827,,<[2022-03-02T10:37:27.737Z]>,1
@taa_mil,@mas_742,Directed,Retweet,13828,,<[2022-03-02T10:37:27.737Z]>,1
@sasmitamahapa13,@mandarjumale,Directed,Mention,13829,,<[2022-03-02T10:37:28.350Z]>,1
@sasmitamahapa13,@mandarjumale,Directed,Retweet,13830,,<[2022-03-02T10:37:28.350Z]>,1
@sbhekeresh,@dzumasambudla,Directed,Mention,13831,,<[2022-03-02T10:37:28.469Z]>,1
@sbhekeresh,@dzumasambudla,Directed,Retweet,13832,,<[2022-03-02T10:37:28.469Z]>,1
@abhishe54496940,@_omarnasr,Directed,Mention,13833,,<[2022-03-02T10:37:28.819Z]>,1
@abhishe54496940,@_omarnasr,Directed,Retweet,13834,,<[2022-03-02T10:37:28.819Z]>,1
@sojxbbsj,@chikecarteriii,Directed,Mention,13835,,<[2022-03-02T10:37:29.060Z]>,1
@sojxbbsj,@chikecarteriii,Directed,Retweet,13836,,<[2022-03-02T10:37:29.060Z]>,1
@adityas15732940,@_kartik_kc,Directed,Mention,13837,,<[2022-03-02T10:37:29.438Z]>,1
@adityas15732940,@_kartik_kc,Directed,Retweet,13838,,<[2022-03-02T10:37:29.438Z]>,1
@iamakhileshg,@therealkangana,Directed,Mention,13839,,<[2022-03-02T10:37:29.557Z]>,1
@iamakhileshg,@therealkangana,Directed,Retweet,13840,,<[2022-03-02T10:37:29.557Z]>,1
@shivams18206234,@_kartik_kc,Directed,Mention,13841,,<[2022-03-02T10:37:29.626Z]>,1
@shivams18206234,@_kartik_kc,Directed,Retweet,13842,,<[2022-03-02T10:37:29.626Z]>,1
@dfghhjmmmmm,@senthil79689384,Directed,Mention,13843,,<[2022-03-02T10:37:29.917Z]>,1
@dfghhjmmmmm,@senthil79689384,Directed,Retweet,13844,,<[2022-03-02T10:37:29.917Z]>,1
@jasveerbagrii,@rjsh003,Directed,Mention,13845,,<[2022-03-02T10:37:30.577Z]>,1
@jasveerbagrii,@rjsh003,Directed,Retweet,13846,,<[2022-03-02T10:37:30.577Z]>,1
@gunjanbaweja8,@vishals51652659,Directed,Mention,13847,,<[2022-03-02T10:37:30.751Z]>,1
@gunjanbaweja8,@vishals51652659,Directed,Retweet,13848,,<[2022-03-02T10:37:30.751Z]>,1
@vengiivb,@tyagibharatom,Directed,Mention,13849,,<[2022-03-02T10:37:31.446Z]>,1
@vengiivb,@tyagibharatom,Directed,Retweet,13850,,<[2022-03-02T10:37:31.446Z]>,1
@dfghhjmmmmm,@shivam22022,Directed,Mention,13851,,<[2022-03-02T10:37:31.974Z]>,1
@dfghhjmmmmm,@shivam22022,Directed,Retweet,13852,,<[2022-03-02T10:37:31.974Z]>,1
@rahulma85739311,@_khushimaurya,Directed,Mention,13853,,<[2022-03-02T10:37:32.168Z]>,1
@rahulma85739311,@_khushimaurya,Directed,Retweet,13854,,<[2022-03-02T10:37:32.168Z]>,1
@143skdas,@realist4men,Directed,Mention,13855,,<[2022-03-02T10:37:32.237Z]>,1
@143skdas,@realist4men,Directed,Retweet,13856,,<[2022-03-02T10:37:32.237Z]>,1
@sojxbbsj,@abdulra63001962,Directed,Mention,13857,,<[2022-03-02T10:37:32.534Z]>,1
@sojxbbsj,@abdulra63001962,Directed,Retweet,13858,,<[2022-03-02T10:37:32.534Z]>,1
@iamkamranhaider,@sunny_rajput87,Directed,Quote,13859,,<[2022-03-02T10:37:33.085Z]>,1
@dfghhjmmmmm,@recluse442,Directed,Mention,13860,,<[2022-03-02T10:37:33.262Z]>,1
@dfghhjmmmmm,@recluse442,Directed,Retweet,13861,,<[2022-03-02T10:37:33.262Z]>,1
@sasmitamahapa13,@musklegacy,Directed,Mention,13862,,<[2022-03-02T10:37:34.236Z]>,1
@sasmitamahapa13,@musklegacy,Directed,Retweet,13863,,<[2022-03-02T10:37:34.236Z]>,1
@sai61046404,@chouhansaab_,Directed,Mention,13864,,<[2022-03-02T10:37:35.345Z]>,1
@sai61046404,@chouhansaab_,Directed,Retweet,13865,,<[2022-03-02T10:37:35.345Z]>,1
@dfghhjmmmmm,@adityaahuja02,Directed,Mention,13866,,<[2022-03-02T10:37:35.420Z]>,1
@dfghhjmmmmm,@adityaahuja02,Directed,Retweet,13867,,<[2022-03-02T10:37:35.420Z]>,1
@arham566385751,@imabhishek268,Directed,Mention,13868,,<[2022-03-02T10:37:36.667Z]>,1
@arham566385751,@imabhishek268,Directed,Retweet,13869,,<[2022-03-02T10:37:36.667Z]>,1
@shivams18206234,@speaksgautam,Directed,Mention,13870,,<[2022-03-02T10:37:36.667Z]>,1
@shivams18206234,@speaksgautam,Directed,Retweet,13871,,<[2022-03-02T10:37:36.667Z]>,1
@sidkr5067,@sumityadav727,Directed,Mention,13872,,<[2022-03-02T10:37:36.972Z]>,1
@sidkr5067,@sumityadav727,Directed,Retweet,13873,,<[2022-03-02T10:37:36.972Z]>,1
@pmarkaras,@ethnofrouros,Directed,Mention,13874,,<[2022-03-02T10:37:38.207Z]>,1
@pmarkaras,@ethnofrouros,Directed,Retweet,13875,,<[2022-03-02T10:37:38.207Z]>,1
@my1kci,@waqaran25131252,Directed,Mention,13876,,<[2022-03-02T10:37:38.372Z]>,1
@my1kci,@waqaran25131252,Directed,Retweet,13877,,<[2022-03-02T10:37:38.372Z]>,1
@sanjaykameriya2,@etvbharatrj,Directed,Mention,13879,,<[2022-03-02T10:37:38.623Z]>,1
@sanjaykameriya2,@rajcmo,Directed,Mention,13880,,<[2022-03-02T10:37:38.623Z]>,1
@sanjaykameriya2,@1stindianews,Directed,Mention,13881,,<[2022-03-02T10:37:38.623Z]>,1
@sanjaykameriya2,@news18rajasthan,Directed,Mention,13882,,<[2022-03-02T10:37:38.623Z]>,1
@sanjaykameriya2,@rahulpa08371246,Directed,Retweet,13883,,<[2022-03-02T10:37:38.623Z]>,1
@krishnasharmayt,@ravisanatanind,Directed,Mention,13884,,<[2022-03-02T10:37:38.777Z]>,1
@krishnasharmayt,@ani,Directed,Mention,13885,,<[2022-03-02T10:37:38.777Z]>,1
@krishnasharmayt,@rishi7014,Directed,Quote,13886,,<[2022-03-02T10:37:38.777Z]>,1
@krishnasharmayt,@ravisanatanind,Directed,Retweet,13887,,<[2022-03-02T10:37:38.777Z]>,1
@vminboyzz,@anmology,Directed,Quote,13888,,<[2022-03-02T10:37:39.255Z]>,1
@jamilma33917768,@158aman,Directed,Quote,13889,,<[2022-03-02T10:37:39.762Z]>,1
@adilakbarbutt1,@md_haroon_001,Directed,Mention,13890,,<[2022-03-02T10:37:41.470Z]>,1
@adilakbarbutt1,@md_haroon_001,Directed,Retweet,13891,,<[2022-03-02T10:37:41.470Z]>,1
@yatharthbhoj,@realraosaab,Directed,Mention,13892,,<[2022-03-02T10:37:42.478Z]>,1
@iamrishukumar,@rjsh003,Directed,Mention,13893,,<[2022-03-02T10:37:42.596Z]>,1
@iamrishukumar,@rjsh003,Directed,Retweet,13894,,<[2022-03-02T10:37:42.597Z]>,1
@khan43898115,@waqaran25131252,Directed,Mention,13895,,<[2022-03-02T10:37:43.328Z]>,1
@khan43898115,@waqaran25131252,Directed,Retweet,13896,,<[2022-03-02T10:37:43.328Z]>,1
@india_he_bharat,@mufadalvohra,Directed,Mention,13897,,<[2022-03-02T10:37:43.400Z]>,1
@india_he_bharat,@mufadalvohra,Directed,Retweet,13898,,<[2022-03-02T10:37:43.400Z]>,1
@dipakpichad1,@narendramodi177,Directed,Mention,13899,,<[2022-03-02T10:37:43.544Z]>,1
@dipakpichad1,@narendramodi177,Directed,Retweet,13900,,<[2022-03-02T10:37:43.544Z]>,1
@madense,@faizannajeeb6,Directed,Mention,13901,,<[2022-03-02T10:37:43.945Z]>,1
@madense,@faizannajeeb6,Directed,Retweet,13902,,<[2022-03-02T10:37:43.945Z]>,1
@amit_vijaysingh,@_omarnasr,Directed,Mention,13903,,<[2022-03-02T10:37:44.050Z]>,1
@amit_vijaysingh,@_omarnasr,Directed,Retweet,13904,,<[2022-03-02T10:37:44.050Z]>,1
@jimk87,@mas_742,Directed,Mention,13907,,<[2022-03-02T10:37:44.447Z]>,1
@jimk87,@mas_742,Directed,Retweet,13908,,<[2022-03-02T10:37:44.447Z]>,1
@harshit31390451,@_omarnasr,Directed,Mention,13909,,<[2022-03-02T10:37:44.500Z]>,1
@harshit31390451,@_omarnasr,Directed,Retweet,13910,,<[2022-03-02T10:37:44.500Z]>,1
@immatinyanimal,@evansma254,Directed,Mention,13911,,<[2022-03-02T10:37:45.667Z]>,1
@immatinyanimal,@evansma254,Directed,Retweet,13912,,<[2022-03-02T10:37:45.667Z]>,1
@joykarmaker75,@kremlinrussia_e,Directed,Mention,13913,,<[2022-03-02T10:37:45.667Z]>,1
@joykarmaker75,@ddevikam,Directed,Mention,13914,,<[2022-03-02T10:37:45.667Z]>,1
@joykarmaker75,@utpalkumargho12,Directed,Mention,13915,,<[2022-03-02T10:37:45.667Z]>,1
@joykarmaker75,@dharmorakshathi,Directed,Mention,13916,,<[2022-03-02T10:37:45.667Z]>,1
@joykarmaker75,@karmaaainstant,Directed,Mention,13917,,<[2022-03-02T10:37:45.667Z]>,1
@joykarmaker75,@paraskghelaanii,Directed,Mention,13918,,<[2022-03-02T10:37:45.667Z]>,1
@soccercancer,@abdulra63001962,Directed,Mention,13919,,<[2022-03-02T10:37:46.457Z]>,1
@soccercancer,@abdulra63001962,Directed,Retweet,13920,,<[2022-03-02T10:37:46.457Z]>,1
@sidkr5067,@sunny_rajput87,Directed,Mention,13921,,<[2022-03-02T10:37:46.724Z]>,1
@sidkr5067,@sunny_rajput87,Directed,Retweet,13922,,<[2022-03-02T10:37:46.724Z]>,1
@coollomi,@yi98x,Directed,Mention,13923,,<[2022-03-02T10:37:47.277Z]>,1
@coollomi,@yi98x,Directed,Retweet,13924,,<[2022-03-02T10:37:47.277Z]>,1
@shreyachatujje,@spendor_kush,Directed,Quote,13925,,<[2022-03-02T10:37:48.293Z]>,1
@anujkholia4,@whitehouse,Directed,Mention,13926,,<[2022-03-02T10:37:49.443Z]>,1
@anujkholia4,@potus,Directed,Mention,13927,,<[2022-03-02T10:37:49.443Z]>,1
@anujkholia4,@kremlinrussia_e,Directed,Mention,13928,,<[2022-03-02T10:37:49.443Z]>,1
@anujkholia4,@gdbakshi2,Directed,Quote,13929,,<[2022-03-02T10:37:49.443Z]>,1
@_kabilan7,@mas_742,Directed,Mention,13930,,<[2022-03-02T10:37:49.977Z]>,1
@_kabilan7,@mas_742,Directed,Retweet,13931,,<[2022-03-02T10:37:49.977Z]>,1
@gunjanbaweja8,@yasaryazzzz,Directed,Mention,13932,,<[2022-03-02T10:37:50.421Z]>,1
@gunjanbaweja8,@yasaryazzzz,Directed,Retweet,13933,,<[2022-03-02T10:37:50.421Z]>,1
@puncture_putr,@rishusi55,Directed,Mention,13934,,<[2022-03-02T10:37:50.421Z]>,1
@puncture_putr,@rishusi55,Directed,Retweet,13935,,<[2022-03-02T10:37:50.421Z]>,1
@ravan_raz,@anmology,Directed,Mention,13936,,<[2022-03-02T10:37:50.485Z]>,1
@ravan_raz,@anmology,Directed,Retweet,13937,,<[2022-03-02T10:37:50.485Z]>,1
@tj2astdnpb5kpvl,@mas_742,Directed,Mention,13938,,<[2022-03-02T10:37:50.724Z]>,1
@tj2astdnpb5kpvl,@mas_742,Directed,Retweet,13939,,<[2022-03-02T10:37:50.724Z]>,1
@ctm7861,@kremlinrussia_e,Directed,Mention,13940,,<[2022-03-02T10:37:51.391Z]>,1
@mr_tenet,@tw_kingston_07,Directed,Mention,13941,,<[2022-03-02T10:37:51.868Z]>,1
@mr_tenet,@tw_kingston_07,Directed,Retweet,13942,,<[2022-03-02T10:37:51.868Z]>,1
@adityas15732940,@keshavk072,Directed,Mention,13943,,<[2022-03-02T10:37:51.979Z]>,1
@adityas15732940,@keshavk072,Directed,Retweet,13944,,<[2022-03-02T10:37:51.979Z]>,1
@balmikimehta1,@gdbakshi2,Directed,Mention,13945,,<[2022-03-02T10:37:52.550Z]>,1
@balmikimehta1,@gdbakshi2,Directed,Retweet,13946,,<[2022-03-02T10:37:52.550Z]>,1
@zainahm27804472,@shivanikash8079,Directed,Mention,13947,,<[2022-03-02T10:37:53.635Z]>,1
@zainahm27804472,@shivanikash8079,Directed,Retweet,13948,,<[2022-03-02T10:37:53.635Z]>,1
@143skdas,@athousandbrains,Directed,Mention,13949,,<[2022-03-02T10:37:53.761Z]>,1
@143skdas,@athousandbrains,Directed,Retweet,13950,,<[2022-03-02T10:37:53.761Z]>,1
@itx_neza1,@ameyynn,Directed,Mention,13952,,<[2022-03-02T10:37:54.132Z]>,1
@itx_neza1,@ameyynn,Directed,Retweet,13953,,<[2022-03-02T10:37:54.132Z]>,1
@ksk74072,@mas_742,Directed,Mention,13954,,<[2022-03-02T10:37:54.196Z]>,1
@ksk74072,@mas_742,Directed,Retweet,13955,,<[2022-03-02T10:37:54.196Z]>,1
@dfghhjmmmmm,@putinalphaman,Directed,Mention,13956,,<[2022-03-02T10:37:55.140Z]>,1
@dfghhjmmmmm,@altamiranoadele,Directed,Mention,13957,,<[2022-03-02T10:37:55.140Z]>,1
@dfghhjmmmmm,@putinalphaman,Directed,Retweet,13958,,<[2022-03-02T10:37:55.140Z]>,1
@shuyxdd45785ff,@mansi697verma,Directed,Mention,13959,,<[2022-03-02T10:37:56.328Z]>,1
@shuyxdd45785ff,@mansi697verma,Directed,Retweet,13960,,<[2022-03-02T10:37:56.328Z]>,1
@arunkumarstan05,@vishals51652659,Directed,Mention,13961,,<[2022-03-02T10:37:56.328Z]>,1
@arunkumarstan05,@vishals51652659,Directed,Retweet,13962,,<[2022-03-02T10:37:56.328Z]>,1
@adityas15732940,@bharatk67053857,Directed,Mention,13963,,<[2022-03-02T10:37:57.102Z]>,1
@adityas15732940,@bharatk67053857,Directed,Retweet,13964,,<[2022-03-02T10:37:57.102Z]>,1
@ashraf33029098,@gidayrobel,Directed,Mention,13965,,<[2022-03-02T10:37:58.818Z]>,1
@ashraf33029098,@gidayrobel,Directed,Retweet,13966,,<[2022-03-02T10:37:58.818Z]>,1
@affidzee1137,@158aman,Directed,Mention,13967,,<[2022-03-02T10:37:58.886Z]>,1
@affidzee1137,@158aman,Directed,Retweet,13968,,<[2022-03-02T10:37:58.886Z]>,1
@yatharthbhoj,@thaiparampil,Directed,Mention,13969,,<[2022-03-02T10:37:59.159Z]>,1
@maxxxbro,@abdelmohaimenxo,Directed,Quote,13970,,<[2022-03-02T10:37:59.400Z]>,1
